X (m),Y (m),Theta (rad)
11.672621250471293,-1.3702322241459246,-0.08033219557584935
11.736524874442775,-1.3748913014793864,-0.08120563944011712
11.85393823830875,-1.3835831248767525,-0.08122740381753354
11.974482725877452,-1.3983495995881658,-0.08110152792775835
12.095676397287777,-1.4054949487517567,-0.08422265539933142
12.164625416771182,-1.4109443397097143,-0.08485507297446539
12.285590403534815,-1.4214818279041366,-0.08387295949655414
12.405627706023319,-1.4306853963653619,-0.08854112365650334
12.500260194793452,-1.4402530046372093,-0.09395954343707479
12.564004469310133,-1.4470899016902101,-0.09229636235893832
12.680605837408162,-1.4533912657696006,-0.08857428585025003
12.79668095801757,-1.4622300665015742,-0.07588887438347149
12.9168713914623,-1.4668644937432278,-0.07224512476300868
12.983580480278698,-1.4686922325778968,-0.07122451708107812
13.101363603214192,-1.4756080007020866,-0.07028295375618913
13.225600777537586,-1.4827934439400954,-0.07098797935592711
13.345857617337797,-1.4893973342663653,-0.07347681677384221
13.462432207440546,-1.4960045753365223,-0.08361886194327726
13.58215358278199,-1.5090983740628165,-0.08938046440509564
13.701953805078029,-1.5153087739229598,-0.0972195148380718
13.79267682873903,-1.5260098593529616,-0.10219725887464655
13.936318948726303,-1.5361643883134657,-0.11225714886237868
13.997257529224976,-1.5434205545738173,-0.114987614333207
14.114483205745541,-1.5607840058606806,-0.12274581454352339
14.204069026519063,-1.5680682659683327,-0.12877002048263628
14.320600580143331,-1.5823159408699823,-0.1336294499961169
14.44054573404546,-1.5970026677440157,-0.1348022664942754
14.532216134889937,-1.6079730147185223,-0.1353919717891424
14.623737123051022,-1.6204996638198654,-0.13390269028166568
14.803638959577768,-1.6402282906449086,-0.13357892530411272
14.869345631261071,-1.646858997401604,-0.13380209062972304
14.988418913372955,-1.6632741714111154,-0.13438372860294856
15.055452276710806,-1.6726521081289194,-0.13555865977085124
15.175984224948422,-1.6895321140517532,-0.13563870480501033
15.275813231820775,-1.6970345570588499,-0.1388088659363673
15.34417598323766,-1.702936827660989,-0.13627082705736532
15.465392393124057,-1.7158480349213339,-0.13491921810424667
15.577794857330451,-1.737419636116609,-0.13323240678594037
15.698652439970827,-1.7519754306242792,-0.13380762517610573
15.818589801419828,-1.760521979208355,-0.1362275599373901
15.851419493463819,-1.7607649550767792,-0.13717057525181098
15.89641040870558,-1.775377947985232,-0.1356007747179591
15.988766321182077,-1.7963218327603627,-0.13395522046507097
16.115737246904253,-1.812283650514272,-0.1353971608282384
16.240730878050194,-1.8280312746360479,-0.13573151736986502
16.36587839235414,-1.8421410795250446,-0.13418352781865245
16.429674586723532,-1.8502780722113352,-0.13395579316926684
16.53737966110994,-1.8640888013579724,-0.13313736692461847
16.650084451058913,-1.8783285150820326,-0.13054485916622782
16.76608365224726,-1.892694485287577,-0.12831650680205278
16.829008669291003,-1.9007890504081397,-0.12781814018485455
16.891193940157674,-1.9087540604690085,-0.128311118265029
17.014447022792677,-1.9233819517777109,-0.12648582917604548
17.081523448106665,-1.929868372488243,-0.1259683265819033
17.199935027177073,-1.9452474193794678,-0.12447720353654275
17.2640478102211,-1.9517665630383734,-0.12366881816438573
17.38673088579768,-1.9635857938118335,-0.12283827153148474
17.508209298836373,-1.9782963786299235,-0.12258930977334037
17.630013961112166,-1.9930173208983577,-0.12250862783287488
17.753760031216025,-2.0075134506254706,-0.12102387149292951
17.873038059565612,-2.01983702575933,-0.12195845975750105
17.93790399174481,-2.02823129185469,-0.1225841719993449
18.060348453450217,-2.0430641830635694,-0.1242394604556846
18.184823935052986,-2.0582729198117304,-0.12573094883911803
18.36463429454837,-2.0774757163232316,-0.12485464716596267
18.485454625500147,-2.091677974878581,-0.12520213128602628
18.546173410714847,-2.0959523243394043,-0.1245748548691422
18.661987660766915,-2.110277951497846,-0.12288029029189182
18.727233268231632,-2.1170538048519436,-0.12209237242981043
18.84382265216183,-2.129722192213845,-0.12192372515531615
18.90864924392755,-2.1361215775424207,-0.12134084097325816
18.970205636305156,-2.1426324337316287,-0.12114481022418808
19.124885567977735,-2.156429425870121,-0.12019136267876213
19.171908348880173,-2.159283079902575,-0.12006435745064639
19.276357040308053,-2.168910066573856,-0.11946345653733387
19.39480753490308,-2.185306380122095,-0.11795670772760392
19.45794268623244,-2.1920844613634904,-0.11945558073830528
19.578785481075275,-2.202248051451461,-0.11838994743897341
19.64436032952973,-2.2114509782780214,-0.117447120958589
19.76208891681391,-2.2230234485798963,-0.12053524898060158
19.884529631191327,-2.2426255287967822,-0.11849228609407683
19.9476235820656,-2.249758022342592,-0.11937190897315471
20.01165079107588,-2.2555155684077843,-0.1203836334017078
20.130241590351517,-2.2681955011246053,-0.11863754376492526
20.18257809220858,-2.294945075681928,-0.11981675784858745
20.305732381602056,-2.312003792480865,-0.11639934980552526
20.427711963947978,-2.3259464489691206,-0.11675275759987679
20.54804088281626,-2.3400075939920515,-0.1155517581792261
20.595577266183316,-2.3598914428731024,-0.1168275817549957
20.71470960459328,-2.3723442256115996,-0.11666195978449881
20.778040921334785,-2.381270372970592,-0.1151851320441198
20.92839130716962,-2.3947468245148507,-0.11722085135546706
20.994576842842406,-2.400345574871698,-0.11623056604676096
21.11096224618012,-2.4119188615865776,-0.11455894966185429
21.173156742984045,-2.4165516380080097,-0.11360757782893607
21.235229087228177,-2.4230470233122094,-0.11279871947777634
21.412951983407645,-2.4424588179561546,-0.11258498377686794
21.479714592913062,-2.4494298000510857,-0.11301869167344632
21.568970334839545,-2.458883912402739,-0.11294721420433378
21.74563857377518,-2.4792662666591156,-0.11294570276081896
21.80886751013663,-2.4850004757514785,-0.1130898204581987
21.93256443433611,-2.495235582329992,-0.11244072164119732
22.000687035198755,-2.5006794882596792,-0.11199985905154407
22.116802969485246,-2.511500238678401,-0.1113810108143152
22.178683564761954,-2.517894354591554,-0.11018397830667527
22.302777673403426,-2.531246908962764,-0.109614785727677
22.42614347340191,-2.541058465750517,-0.11138421570674445
22.516886729447986,-2.550134512770874,-0.10865209556305253
22.575381662594353,-2.5556380714707894,-0.10952355291561229
22.693974536370142,-2.5651799335201835,-0.11000240256739988
22.818926282786855,-2.577867824649906,-0.11113456423035578
22.943129209161587,-2.5874885173588718,-0.10952189249772698
23.066576366505597,-2.601530041335587,-0.10996963295274699
23.191136451978387,-2.612582780984554,-0.11054474480137276
23.31250809028999,-2.622808791677472,-0.10891819833512642
23.375611876945506,-2.626456528515593,-0.1094172329575845
23.499274455919235,-2.640545391233377,-0.10837145620441797
23.64856268728755,-2.657423461971676,-0.11057290296858982
23.8321356624447,-2.6694622019520122,-0.11060361465421141
23.955367395807556,-2.6813334869261016,-0.11142675674411036
24.074859937289098,-2.692812597588052,-0.11270207455255346
24.106663050284947,-2.6963825769043464,-0.11153010966722572
24.287031560619067,-2.7133415758268815,-0.11146734654529669
24.467763568998645,-2.730409442604528,-0.11125728782369124
24.59709549469262,-2.743417365188715,-0.11056669138539023
24.718822786309367,-2.754219163891059,-0.11176343878142372
24.839668269932726,-2.7639431019300402,-0.11105016997688391
25.025979848216302,-2.7837955884740087,-0.1097985057670302
25.236512811444815,-2.8046763763191236,-0.11235447394900284
25.393043383395806,-2.8189601662187775,-0.11344412387350868
25.455142076628295,-2.825372969431819,-0.11254638893960964
25.569480533166413,-2.8392484074144333,-0.11427920441560137
25.724297041529546,-2.852421336698555,-0.11426612327096505
25.84364033144525,-2.8616086017069553,-0.11273027378873343
25.9090144030576,-2.8665831753363524,-0.11380237753203601
25.998802329403134,-2.875651397085339,-0.11188266876477522
26.062677196837672,-2.881876628183258,-0.11175202359409238
26.12631234107324,-2.887413249216438,-0.11213990119463034
26.272406615042534,-2.9028300104635902,-0.11286464369231702
26.339404199842114,-2.906358890419832,-0.11165151584013741
26.459230255076463,-2.9165248129233188,-0.11166907097418804
26.580908654728436,-2.9272312603957555,-0.11148701965547536
26.70417584785162,-2.9377045425583783,-0.1090005944236083
26.769321031341565,-2.9463574236688754,-0.10750392325714886
26.947876065601207,-2.9593130453736376,-0.10529719152737718
27.12270966331219,-2.9742856090814085,-0.08819820021568094
27.18246886203771,-2.9769695729210506,-0.08785947134235679
27.33295321163676,-2.9896583913616595,-0.08469824456185186
27.455580170006364,-2.9990559344431844,-0.0862481626115799
27.58069455615769,-3.007185559835327,-0.08748591611309997
27.64566674700285,-3.0106331624270264,-0.08681778945288
27.70819345055278,-3.014911333116104,-0.0870549861509259
27.85429508034876,-3.0265121661754866,-0.08595086871804124
28.03576587105964,-3.040664337178935,-0.08429004217486852
28.132452569259925,-3.0456625410625984,-0.08380256277588377
28.25136677544341,-3.057088034306206,-0.08224667778821027
28.374138331849558,-3.0637790857562273,-0.08230023553020234
28.499110697493343,-3.0706228331022545,-0.08248647242748967
28.62417196470483,-3.0780455034794714,-0.0820344127487204
28.80559647339124,-3.0920172412474747,-0.08217560865825428
28.870317615463183,-3.093328437552982,-0.08182750807221104
29.050852265473864,-3.109957905839021,-0.08000380456460116
29.288462160295072,-3.1257332200355856,-0.08190860100958586
29.419127929632054,-3.1336076970922724,-0.08260864031980965
29.538330832940108,-3.1418964732044987,-0.0805209635747937
29.600825020469735,-3.1455588221109343,-0.08088957697244882
29.725628563791872,-3.154419118447965,-0.0808072775811799
29.848415228811323,-3.1629658496763016,-0.07783267808797548
29.9708087062806,-3.1715581189696724,-0.07951691316516811
30.15549451360991,-3.184814352659088,-0.07945690340150457
30.279970374691274,-3.193499671945611,-0.08034632990308188
30.407313587970464,-3.201978193742845,-0.08017845288551256
30.529540934525453,-3.2100863918799525,-0.07855604391581315
30.67466647897985,-3.2190603248134924,-0.07609382079650552
30.79713084666764,-3.2252609306530537,-0.07585386455707871
30.891871119905517,-3.234151525289373,-0.07532776930679311
30.956146921817357,-3.2387154886296132,-0.07572336986095875
31.136201577374113,-3.24860789242516,-0.07671664107121336
31.199746141554566,-3.2535450249438935,-0.0762913430963712
31.450317388376664,-3.273639063344204,-0.07319383583538022
31.639209622617873,-3.2853436767443105,-0.07433361344022522
31.765304948498272,-3.293064486544567,-0.07167735741813129
31.827290457799176,-3.295899606462444,-0.07189633262183769
31.983280003878242,-3.3081102557135322,-0.07063867144271382
32.04943144076062,-3.3123808279553053,-0.07045322063457661
32.22535510009022,-3.3216812605550703,-0.06937612436280981
32.323807204997074,-3.3250608261306756,-0.07037585321059366
32.442574575480386,-3.3304697124349523,-0.06921073768113854
32.56117998966312,-3.336407506722783,-0.06885045203978543
32.623478355680724,-3.3386376588365927,-0.06771093044794661
32.746091630202606,-3.3456535895007886,-0.0667208334218215
32.897314035287394,-3.354624163952627,-0.06824047158019486
33.020002606069355,-3.361721535979424,-0.066709177934701
33.14151750767858,-3.369213618385541,-0.06735033179795558
33.267915875009415,-3.3742904816539223,-0.06899434103036403
33.35930975704801,-3.378931915236913,-0.06762626675273241
33.47688081557239,-3.3849557178508913,-0.06729278636493237
33.59982165547384,-3.3920774870037347,-0.06788760796244049
33.7204342815943,-3.3990841550898336,-0.06561906667635654
33.84222366366807,-3.4039928356177107,-0.06612201356054699
33.96474407087231,-3.4120284426100898,-0.06564749486341497
34.11395586058631,-3.4208777827459405,-0.06627074019095754
34.241272450277975,-3.4262983926177943,-0.06656657553972095
34.339997324402546,-3.4300463876552323,-0.06632388199142478
34.456934519865385,-3.4363538952098973,-0.06434573568128699
34.584198337525606,-3.44091304799429,-0.06426651263239766
34.67894218355806,-3.4474726464891896,-0.06352960898523975
34.79534440867444,-3.451436371662562,-0.0628923704782924
34.86160786569315,-3.4542332889453853,-0.06275148137864683
34.978555599308066,-3.460786817082769,-0.06259873212704797
35.06956371799531,-3.464874489905734,-0.06270886918628467
35.22579817915233,-3.4722073236570603,-0.061437842478923574
35.32097118556017,-3.475308676444702,-0.06192026472556719
35.43645907873734,-3.482712354241656,-0.05900661621705612
35.61588026717932,-3.492151398321187,-0.05855138558480332
35.70787781729258,-3.498720739381699,-0.05800369095491817
35.77095108427665,-3.503246710229244,-0.058804523463153936
35.89111774098575,-3.5042287751719683,-0.06004839223480988
35.990116571183954,-3.5147302995959278,-0.05936528812044536
36.11092661363427,-3.516872595217119,-0.05915596981468324
36.232856383341115,-3.5246186771861283,-0.05859072443590903
36.32542560789847,-3.52894053586794,-0.056779290132566426
36.41788987494496,-3.533730917882575,-0.058031664524249724
36.568384076553244,-3.5414366536392734,-0.0571737540897016
36.69544646620042,-3.5478214273372064,-0.058034732537180465
36.84858985223606,-3.555349158583525,-0.059824927917281806
36.88216246746073,-3.5565223945798623,-0.06034004042672982
36.96820832412763,-3.5608918887697625,-0.06158436349027552
37.11483553146318,-3.5689779372613,-0.0697429247191754
37.179437942316525,-3.5699279791929075,-0.06957094178048148
37.294296727535546,-3.580339330695292,-0.073050687224899
37.41224581127519,-3.5891503438723364,-0.07696274102711652
37.5053415501423,-3.59641140223984,-0.08463955590306078
37.65330257151487,-3.6108053494821983,-0.08941862301635534
37.71303614231921,-3.614349009814019,-0.0923334989246293
37.83085172383376,-3.6259175617081194,-0.0996601596282425
37.89314020198754,-3.6327406247327514,-0.10183611380143764
38.00917459211523,-3.6450679891182403,-0.10747810884040139
38.07265612167833,-3.652238377846791,-0.10862845387783428
38.15895047731132,-3.6618153571360423,-0.11304194633496446
38.30131745193373,-3.6786452840531276,-0.126937549175317
38.48542901712307,-3.7063754527927135,-0.177066188168391
38.565701705304456,-3.7237476954216726,-0.19855812543242182
38.75295687698893,-3.764584760715062,-0.2229786337011688
38.817685398624164,-3.7820473037148328,-0.22570795573766633
38.965101835761416,-3.809120534590856,-0.2272645911418055
39.05820011755964,-3.8269130891445395,-0.22834208263086375
39.090999391840526,-3.832139957652284,-0.23083827205189553
39.27137122059318,-3.872224849823411,-0.22734988514283308
39.39377138085321,-3.8978371292158625,-0.22916165085377313
39.488305203058914,-3.9179768062416134,-0.22950260504858563
39.523181222174166,-3.9242679537908303,-0.22939085591594072
39.665061425917486,-3.9541120315511478,-0.2283405843861499
39.78264186899037,-3.9805744980678943,-0.2147738309983739
39.94544106542584,-4.011050231409033,-0.19182050910746956
40.027781670849585,-4.020178197291704,-0.1809447068731053
40.17260746377622,-4.039549720105528,-0.16328990863441473
40.32078869377742,-4.065393264935959,-0.16031485042495647
40.44712297369042,-4.087197015950728,-0.1559960069717054
40.57605074095257,-4.098713938440905,-0.15634804611030687
40.68809399310141,-4.119653522308971,-0.15514502575067718
40.80629037940836,-4.141368077739336,-0.15422726370870313
40.95937337375987,-4.163161206790265,-0.15124222659623965
41.04998057704254,-4.173024084122205,-0.1519253706253141
41.08512996383533,-4.175989768599793,-0.15031141752407842
41.24242299530409,-4.199659780352595,-0.14992565796939286
41.36788819631858,-4.222705531356084,-0.1495908157499932
41.489260856204744,-4.238391099959009,-0.14885569048419015
41.63521771741775,-4.258899348814902,-0.15019852231798728
41.725654703670784,-4.270547909286432,-0.15121218552950966
41.84072662177581,-4.289122515877685,-0.14961535925684719
41.9037106052962,-4.2961430909790606,-0.15135054562097833
41.96568875021077,-4.3028330330222975,-0.14995165678218045
42.0828751415224,-4.320805457739363,-0.15052322033928722
42.20605381971256,-4.337374698558328,-0.14920636811148044
42.489518673857035,-4.378515328725933,-0.14872885215096007
42.52251715386002,-4.382460260636356,-0.14889976771489277
42.63690071379802,-4.393671534378627,-0.1602102753293693
42.72472151560782,-4.406538334838952,-0.17622867517438903
42.83529549561816,-4.427011401022487,-0.2032339176545259
42.92348141858077,-4.446186306946575,-0.23301918234976982
42.95171558025574,-4.45373327774009,-0.245300010088053
42.99165012391827,-4.464958628310056,-0.2692067048966253
43.027975999223955,-4.476091933521163,-0.28962624261144365
43.06259513504462,-4.487149095496113,-0.309398993736574
43.09665306846515,-4.498630355631922,-0.3273487840943865
43.110070605634355,-4.5036032224522895,-0.3341094162234096
43.151403744566,-4.52029709922237,-0.3599637222135073
43.19619669565576,-4.5387522397742766,-0.37965709374926837
43.245502095191064,-4.557489107081391,-0.37970474218712913
43.26161197113392,-4.563405155069484,-0.37298354407467177
43.276450437319646,-4.567349225858588,-0.35653120019032736
43.28518488181485,-4.570477797235856,-0.3603022469640046
43.28406149689763,-4.569989896639875,-0.3619516890277537
43.28373239253812,-4.569820282846861,-0.3631410301474977
43.28349993758421,-4.56966604968784,-0.3626804179905362
43.28342984690253,-4.569554912467918,-0.36237569595621355
43.28438724126232,-4.569721412034621,-0.35882801314129115
43.289888830731684,-4.571427508067335,-0.3512287981356042
43.30569939122716,-4.575846091384036,-0.32529319373015797
43.32219924392489,-4.577824609420954,-0.3023179800236276
43.36916538627439,-4.5836245282451005,-0.24872141101849873
43.40405870127274,-4.584643265432606,-0.22237274432787607
43.4595363508594,-4.584889537960007,-0.18602679600395636
43.56093134297035,-4.590360007558171,-0.14124141025679204
43.68462344885507,-4.60583551716508,-0.1089580082960585
43.7923191626838,-4.615226199597325,-0.10615019938846014
43.88259555025331,-4.620960873830786,-0.10256004149660626
43.99471863918633,-4.630524892855799,-0.10135350759060437
44.14200373460292,-4.656052281727005,-0.10912122691564646
44.23808658949302,-4.673702531615375,-0.12297864479733694
44.33018346689503,-4.685257472552353,-0.1346169973833951
44.395993871877586,-4.693734599014433,-0.1396242349272259
44.48779844615995,-4.7037122003225,-0.13962323384692577
44.65922768072398,-4.730418909784437,-0.14040136436899375
44.72468236496838,-4.741050147441556,-0.14157158631303446
44.903627738077,-4.762392898107437,-0.14084082444333917
